,Unnamed: 0,id do pedido,Origem,Destino,Distancia
628,628,200339,13405-230,13076-061,73405.4
629,629,203331,04344-010,19063-140,561424.1
630,630,202350,02552-000,12233-090,101835.4
631,631,195112,04715-002,13060-052,101475.6
632,632,195080,89204-635,89041-000,98416.3
633,633,192623,04344-010,41342-165,1944379.9
634,634,192771,03989-010,42800-921,1932908.1
635,635,194023,35701-004,88075-500,1323639.5
636,636,194835,09351-090,41950-870,1964444.9
637,637,195665,72007-515,03373-090,1018333.4
638,638,197805,90650-002,24350-380,1598153.4
639,639,202255,72007-515,09854-570,1037193.3
640,640,203555,30421-284,74870-330,881739.2
641,641,203934,79004-430,79823-370,228806.0
642,642,195769,37500-176,09581-140,265432.7
643,643,192507,03622-010,41270-000,1923322.9
644,644,192509,74430-120,32370-160,868776.7
645,645,192510,79602-020,32370-160,935562.4
646,646,192512,03622-010,13339-575,112616.3
647,647,192522,03711-007,02442-090,18966.8
648,648,192541,14021-000,01224-030,305625.1
649,649,192542,29313-656,99440-000,1938874.8
650,650,192547,18043-003,71938-360,995400.2
651,651,192549,03989-010,23090-630,392104.0
652,652,192550,17507-400,37120-000,518167.7
653,653,192555,13070-752,13506-203,110743.5
654,654,192564,13800-700,02848-000,154404.6
655,655,192576,99700-392,91370-000,372572.9
656,656,192578,37500-176,65058-025,3013978.0
657,657,192586,06463-170,13485-204,138556.4
658,658,192590,09351-090,40353-510,1954009.3
659,659,192598,13050-053,40353-510,1936779.1
660,660,192600,37800-000,40353-510,1783165.0
661,661,192601,06075-180,40353-510,1951677.7
662,662,192608,03989-010,14600-000,403073.3
663,663,192615,18050-000,18207-603,66618.1
664,664,192643,03622-010,06097-000,32341.1
665,665,192665,14701-550,15900-000,70863.4
666,666,192680,87209-046,26255-510,1103417.9
667,667,192683,23073-200,86160-000,954929.9
668,668,192688,89210-145,90670-160,616787.2
669,669,192700,03583-000,30431-008,583925.2
670,670,192719,14701-550,07194-340,398285.9
671,671,192720,13360-000,07194-340,157287.9
672,672,192733,13800-700,18970-000,371536.7
673,673,192736,14701-550,38010-240,189457.0
674,674,192738,15130-025,70730-773,729038.2
675,675,192747,18043-003,02017-001,102821.5
676,676,192754,39480-000,31840-270,653188.9
677,677,192760,37500-176,89887-000,1257425.1
678,678,192776,13800-700,18035-260,152545.4
679,679,192783,86490-000,51150-400,3051917.0
680,680,192788,03622-010,18035-260,110639.7
681,681,192790,09560-100,02124-000,19566.7
682,682,192794,16204-061,83210-041,731255.6
683,683,192802,96170-000,37410-000,1631571.8
684,684,192810,03711-007,31110-080,582897.7
685,685,192818,89803-000,95720-000,355496.2
686,686,192831,37500-176,85618-000,1165804.8
687,687,192840,03622-010,39300-000,1144727.3
688,688,192841,04133-200,04132-002,1115.4
689,689,192844,74430-130,23035-290,1316686.1
690,690,192854,35900-700,98035-140,1823032.3
691,691,192856,03622-010,16201-106,527311.5
692,692,192869,74430-120,26023-070,1314694.7
693,693,192874,03622-010,24890-000,489328.1
694,694,192885,03622-010,35350-000,772352.2
695,695,192895,90650-002,05327-000,1122643.1
696,696,192900,04344-010,03649-000,22857.3
697,697,192910,14072-055,13401-541,212401.4
698,698,192911,03622-010,81825-360,445390.9
699,699,192916,02143-060,81265-010,437647.9
700,700,192920,74430-120,20730-110,1307997.2
701,701,192925,13310-160,37514-000,332963.9
702,702,192926,02721-200,05568-000,25332.9
703,703,192928,15086-010,23545-003,815693.8
704,704,192933,35300-102,40353-510,1149734.8
705,705,192945,06075-180,17830-000,590065.0
706,706,192950,89803-000,37800-000,1183635.8
707,707,192968,03622-010,21920-330,427502.0
708,708,192970,74430-130,70660-045,206143.6
709,709,192977,06075-180,13537-000,191473.8
710,710,192982,13360-000,40353-510,1983737.2
711,711,192983,03711-007,16370-000,470033.3
712,712,193024,91790-042,39550-000,2393491.9
713,713,193030,88117-402,40387-060,2617581.1
714,714,193031,37500-176,40387-060,1795920.8
715,715,193032,13215-635,40387-060,1922876.9
716,716,193038,03526-000,03817-060,10489.9
717,717,193043,23073-200,21750-000,21749.1
718,718,193053,30570-050,39205-000,290343.7
719,719,193054,13070-752,13301-140,49147.1
720,720,193079,31030-035,36080-580,259248.0
721,721,193081,03989-010,04152-100,21901.9
722,722,193082,37800-000,22790-147,541060.1
723,723,193083,89210-145,15030-560,942865.5
724,724,193085,14701-550,18112-460,353024.3
725,725,193112,18043-003,13333-460,68250.7
726,726,193118,03622-010,02545-090,19399.9
727,727,193139,15086-010,07093-040,452551.9
728,728,193143,04160-120,04784-270,17285.6
729,729,193159,74430-130,97545-081,2027232.6
730,730,193164,99025-604,68181-370,3175165.7
731,731,193165,03047-000,02724-000,29862.5
732,732,193169,92120-140,91910-670,25106.8
733,733,193194,04378-300,02929-000,25646.0
734,734,193204,04685-004,05640-020,11708.4
735,735,193205,92120-140,87160-000,1078524.1
736,736,193206,88117-402,87160-000,755878.6
737,737,193214,90650-002,37701-171,1371828.3
738,738,193221,99025-604,29645-000,1938438.0
739,739,193224,82820-090,20930-010,835202.9
740,740,193230,82820-090,86083-110,401198.1
741,741,193233,12010-150,12233-090,45219.8
742,742,193235,09540-030,06711-270,40635.0
743,743,193238,91790-042,13280-382,1194887.2
744,744,193239,06463-170,84165-150,451581.5
745,745,193272,09190-610,31710-400,602883.4
746,746,193274,13070-752,04546-042,103167.1
747,747,193277,74430-120,37026-560,909587.0
748,748,193283,04256-177,77001-504,1786838.4
749,749,193302,74430-120,20730-110,1307997.2
750,750,193307,03345-000,07161-430,34536.0
751,751,193308,96170-000,30550-460,1902976.4
752,752,193312,03989-010,99150-000,1013216.5
753,753,193328,74430-120,88270-000,1593715.4
754,754,193339,37800-000,14020-530,160451.4
755,755,193340,86490-000,15880-000,417130.4
756,756,193346,03711-007,15910-000,376435.8
757,757,193355,18043-003,17509-170,362469.5
758,758,193368,23073-200,24754-166,72555.6
759,759,193377,14701-550,15385-000,324145.9
760,760,193382,07910-040,36420-000,577845.9
761,761,193395,03345-000,04230-030,6669.8
762,762,193446,02143-060,50760-670,2608241.7
763,763,193452,74430-130,22775-060,1320790.6
764,764,193519,06075-180,29102-010,990909.5
765,765,193524,06075-180,01241-010,17822.6
766,766,193539,37500-176,04746-020,277809.9
767,767,193545,03047-000,02167-080,17431.8
768,768,193547,06075-180,62815-000,2855164.2
769,769,193549,03989-010,91920-520,1161116.3
770,770,193560,03622-010,95670-000,1069958.8
771,771,193563,02120-020,01224-030,10624.9
772,772,193564,12010-150,48608-490,2081700.9
773,773,193566,14021-000,01224-030,305625.1
774,774,193569,03047-000,01224-030,29663.4
775,775,193576,79004-430,06454-050,983147.0
776,776,193591,18043-003,23060-275,496454.7
777,777,193603,14701-550,26290-675,744756.9
778,778,193607,74430-120,36980-000,1218126.4
779,779,193612,99040-000,84016-140,537935.1
780,780,193646,02143-060,37800-000,306650.7
781,781,193647,31030-035,37800-000,440660.4
782,782,193663,02721-200,06402-070,24878.1
783,783,193669,15086-010,11360-000,507454.8
784,784,193675,14701-550,25946-244,809943.3
785,785,193682,13800-700,12941-235,122716.9
786,786,193685,79080-240,57035-551,2879767.3
787,787,193686,74430-120,69076-030,3295276.9
788,788,193691,06463-170,06764-040,29157.5
789,789,193697,03622-010,07910-110,56870.5
790,790,193699,02143-060,04111-000,14507.7
791,791,193724,96170-000,82820-160,932972.9
792,792,193727,18043-003,75780-000,816959.7
793,793,193730,02552-000,14090-270,306242.1
794,794,193734,03711-007,41640-410,1933291.6
795,795,193737,23073-200,80520-660,801981.1
796,796,193741,50040-110,52191-211,11592.2
797,797,193756,14701-550,78700-170,988952.3
798,798,193782,74430-130,78285-000,1250844.5
799,799,193783,16204-061,78285-000,1393536.4
800,800,193784,89210-145,78285-000,2156229.8
801,801,193785,06075-180,78285-000,1846586.9
802,802,193788,92120-140,17830-000,1258803.4
803,803,193792,18043-003,14403-535,392352.7
804,804,193793,06463-170,14403-535,391320.0
805,805,193796,79170-000,06410-020,991381.9
806,806,193799,06075-180,34400-000,629703.7
807,807,193813,15130-025,38747-036,404046.1
808,808,193825,79004-430,11075-003,1074442.6
809,809,193826,03622-010,22790-147,419853.4
810,810,193829,29164-018,60040-080,2155554.5
811,811,193837,78085-000,79200-000,702312.2
812,812,193838,06463-170,79200-000,1218343.4
813,813,193866,79004-430,83321-220,1008065.5
814,814,193905,74430-120,64002-150,1883990.6
815,815,193917,82820-090,64002-150,3026742.0
816,816,193931,15130-025,03089-010,457659.8
817,817,193935,09351-090,06268-000,51699.9
818,818,193940,04378-300,38405-326,598001.2
819,819,193952,71200-035,07151-370,1027366.6
820,820,193967,03622-010,97050-420,1303276.6
821,821,193969,03412-030,25215-365,420181.2
822,822,193973,74430-130,73010-516,230304.6
823,823,193974,89210-145,28909-530,1108886.8
824,824,193980,02143-060,21645-190,400026.7
825,825,193982,03622-010,25802-315,426242.6
826,826,193986,99700-392,31035-572,1496175.9
827,827,193988,72252-098,64002-150,1699806.5
828,828,193989,06463-170,64002-150,2641549.0
829,829,193998,74430-120,37800-000,750391.6
830,830,194007,72007-515,25946-244,1130761.5
831,831,194031,17360-000,02617-170,235641.7
832,832,194035,03622-010,29101-280,968599.0
833,833,194036,13070-752,15700-114,498019.4
834,834,194040,71200-035,71720-565,10063.7
835,835,194044,07180-270,37415-682,ERROR
836,836,194046,81130-000,89225-190,131537.0
837,837,194047,06463-170,64002-150,2641549.0
838,838,194056,74430-130,70763-060,216899.6
839,839,194070,03622-010,01402-000,17144.8
840,840,194075,12010-750,14010-080,411150.0
841,841,194076,03345-000,14010-080,321924.4
842,842,194084,74430-120,37720-000,813666.1
843,843,194086,79170-000,37720-000,1098575.0
844,844,194094,02959-000,08343-440,35239.4
845,845,194095,03622-010,08343-440,16506.9
846,846,194100,04160-120,86062-020,541520.8
847,847,194117,71200-035,13140-101,901331.2
848,848,194125,23073-200,06028-000,406528.8
849,849,194130,14021-000,16430-000,261377.2
850,850,194132,03622-010,96030-002,1403999.9
851,851,194135,39480-000,70277-170,473216.5
852,852,194136,03622-010,70277-170,1011968.0
853,853,194146,89210-145,15080-170,938571.3
854,854,194147,74430-120,21911-310,1307999.8
855,855,194149,15086-010,08770-320,491881.6
856,856,194173,14701-550,19273-000,568331.4
857,857,194175,03989-010,13280-154,97648.6
858,858,194178,31030-035,90110-903,1729921.9
859,859,194181,78085-000,64002-150,2538735.1
860,860,194206,03345-000,08840-030,65443.9
861,861,194219,14405-268,89108-000,948178.1
862,862,194225,14701-550,29055-350,1117891.3
863,863,194256,29313-656,68250-000,3713648.7
864,864,194289,18043-003,24436-660,552041.3
865,865,194290,99700-392,24436-660,1362140.9
866,866,194302,13800-700,01155-040,159086.6
867,867,194304,03622-010,35740-000,579823.7
868,868,194309,12090-600,05303-000,141100.3
869,869,194316,13800-700,07230-260,182696.6
870,870,194317,13800-700,07230-260,182696.6
871,871,194320,03622-010,08210-060,8628.8
872,872,194324,14701-550,93410-180,1334962.1
873,873,194331,03622-010,01409-900,21248.4
874,874,194343,13800-700,07230-260,182696.6
875,875,194347,03622-010,14790-000,471010.4
876,876,194349,14701-550,05174-040,366097.0
877,877,194354,16204-061,04756-010,509640.5
878,878,194365,37800-000,15030-000,370596.8
879,879,194371,03134-001,22451-265,446552.7
880,880,194375,30710-010,37800-000,436052.2
881,881,194376,74645-170,37800-000,749078.2
882,882,194384,18540-000,13901-051,142244.4
883,883,194388,03622-010,19050-120,564849.5
884,884,194391,03622-010,85901-010,931193.7
885,885,194395,35900-700,37464-000,527993.9
886,886,194396,74430-130,37464-000,1168292.4
887,887,194397,23073-200,21221-150,36406.2
888,888,194403,74430-120,06355-530,945560.5
889,889,194406,74430-120,93010-280,1868735.4
890,890,194419,90650-002,25745-071,1616000.5
891,891,194421,89210-145,02068-050,534132.0
892,892,194442,23073-200,59090-400,2608151.1
893,893,194468,03989-010,03968-030,3669.9
894,894,194474,89600-000,93700-000,443980.1
895,895,194494,78085-000,64002-150,2538735.1
896,896,194495,78085-000,64002-150,2538735.1
897,897,194509,72007-515,04217-010,1016819.1
898,898,194510,04344-010,36220-000,508084.9
899,899,194511,37800-000,12140-000,443891.9
900,900,194518,74430-130,73070-045,228887.8
901,901,194521,30421-284,04217-010,587057.0
902,902,194526,02959-000,13604-304,164056.9
903,903,194530,13800-700,12403-610,269702.1
904,904,194548,23073-200,13140-101,468026.0
905,905,194549,13070-752,13140-101,20887.6
906,906,194552,74430-120,09930-450,961726.5
907,907,194559,02712-140,12502-220,187952.4
908,908,194565,09351-090,03968-030,14501.7
909,909,194566,82820-090,03476-000,422760.2
910,910,194567,06463-170,17900-000,645426.8
911,911,194585,13800-700,05835-004,175667.1
912,912,194588,03622-010,37800-000,312850.8
913,913,194589,04378-300,37800-000,311769.7
914,914,194590,44640-000,46350-000,653697.6
915,915,194617,03989-010,13770-000,304769.5
916,916,194630,14701-550,26600-000,724971.9
917,917,194648,03134-001,02834-080,21794.8
918,918,194655,03345-000,02995-100,29341.8
919,919,194679,03622-010,14270-000,303425.7
920,920,194688,14701-550,14140-000,104919.4
921,921,194691,38400-358,03986-250,603312.1
922,922,194693,04378-300,13150-704,149114.5
923,923,194695,03186-030,28740-000,669388.3
924,924,194696,14021-000,28740-000,944662.4
925,925,194697,03526-000,03666-060,4715.0
926,926,194698,03526-000,03666-060,4715.0
927,927,194699,09351-090,09530-300,20176.1
928,928,194701,03659-130,09726-280,25852.6
929,929,194705,03526-000,03666-060,4715.0
930,930,194711,04378-300,09370-090,28025.2
931,931,194729,30520-420,35170-306,217572.2
932,932,194734,16204-061,07243-430,531361.1
933,933,194737,06463-170,08010-110,51166.0
934,934,194747,37500-176,13015-311,257966.2
935,935,194750,30710-010,36900-000,296889.4
936,936,194756,03711-007,94475-490,1153158.3
937,937,194766,03989-010,25935-322,430677.5
938,938,194775,13345-115,37553-408,234892.2
939,939,194776,09351-090,37553-408,228609.1
940,940,194777,03526-000,03666-060,4715.0
941,941,194787,06075-180,70687-150,1013564.9
942,942,194790,74430-120,24913-450,1339294.9
943,943,194804,23073-200,22785-091,31899.0
944,944,194810,15086-010,13876-102,348404.7
945,945,194811,37800-000,13876-102,99972.6
946,946,194829,13209-430,35502-263,513276.7
947,947,194832,09351-090,03968-030,14501.7
948,948,194840,89802-111,89113-334,ERROR
949,949,194844,74430-120,24913-450,1339294.9
950,950,194849,18043-003,04664-000,110845.4
951,951,194852,04133-200,03115-020,9246.1
952,952,194874,04715-002,01311-000,9935.2
953,953,194889,18043-003,95720-000,1000441.4
954,954,194890,04344-010,01239-020,12797.6
955,955,194911,74430-120,18205-600,883847.1
956,956,194927,74430-120,07803-190,921396.6
957,957,194928,14701-550,11606-100,546401.4
958,958,194930,13800-700,07803-190,139174.6
959,959,194933,14701-550,13311-530,315459.8
960,960,194940,38400-358,52120-100,2294312.6
961,961,194947,17540-000,13081-570,374189.0
962,962,194948,74430-120,09771-211,968588.1
963,963,194955,82820-090,81750-280,15550.7
964,964,194956,89210-145,81750-280,127599.6
965,965,194962,72855-066,69307-051,4358790.3
966,966,194964,02143-060,13157-174,143434.8
967,967,194965,06075-180,26582-430,426818.7
968,968,194975,71200-035,72115-939,13281.7
969,969,194988,04378-300,02079-000,20965.1
970,970,195003,71200-035,04297-000,1012894.5
971,971,195048,74430-120,71620-075,205588.7
972,972,195050,74430-130,74491-628,18780.2
973,973,195075,89287-615,89228-730,83654.7
974,974,195076,16204-061,15030-560,142730.3
975,975,195077,02959-000,36400-000,586331.4
976,976,195078,04715-002,06260-170,23630.9
977,977,195083,99025-604,38400-358,1390720.3
978,978,195084,81730-080,88085-190,288219.2
979,979,195086,03221-000,12941-606,67869.7
980,980,195105,14701-550,17290-000,215468.3
981,981,195108,71200-035,19026-540,982609.5
982,982,195109,74430-120,72305-540,183822.7
983,983,195110,06075-180,36013-080,484572.6
984,984,195115,15086-010,35700-640,717726.1
985,985,195125,18043-003,06405-035,76124.6
986,986,195182,13054-250,26920-000,463730.2
987,987,195188,06463-170,90440-001,1127973.2
988,988,195207,78890-000,78005-570,411094.6
989,989,195212,78085-000,76820-872,1487812.4
990,990,195227,14701-550,36037-550,813312.6
991,991,195234,29164-018,56328-030,1464980.1
992,992,195236,99700-392,87960-000,815749.4
993,993,195242,03989-010,12091-580,127171.9
994,994,195261,13800-700,13085-280,51808.0
995,995,195287,03989-010,03666-060,13951.5
996,996,195292,14021-000,01224-030,305625.1
997,997,195294,03047-000,01224-030,29663.4
998,998,195295,14021-000,01224-030,305625.1
999,999,195299,89802-111,69041-410,4063221.9
1000,1000,195312,03989-010,36503-116,615423.2
1001,1001,195321,14701-550,85415-000,789326.2
1002,1002,195352,15086-010,66833-000,2497236.7
1003,1003,195378,03989-010,04280-130,16706.7
1004,1004,195380,98400-000,90440-050,434857.5
1005,1005,195385,23073-200,95150-000,1414309.6
1006,1006,195386,99040-000,95150-000,253872.6
1007,1007,195392,02712-140,13274-300,77332.5
1008,1008,195394,03989-010,13015-311,115598.8
1009,1009,195407,03622-010,30310-090,584400.3
1010,1010,195413,13800-700,12603-080,305832.6
1011,1011,195415,14021-000,08142-240,337385.4
1012,1012,195416,14701-550,37800-000,245538.1
1013,1013,195417,89287-615,37800-000,791069.1
1014,1014,195418,03622-010,36013-080,458612.6
1015,1015,195420,04133-200,05359-000,19323.7
1016,1016,195424,74430-120,20031-040,1310100.6
1017,1017,195444,14701-550,18201-530,365002.2
1018,1018,195448,92120-140,04217-010,1131609.9
1019,1019,195459,06343-510,32010-010,596191.4
1020,1020,195463,99025-604,21920-080,1430231.0
1021,1021,195482,03622-010,13088-654,115085.0
1022,1022,195494,03047-000,03479-070,10193.0
1023,1023,195496,74430-120,03066-065,949587.9
1024,1024,195521,14701-550,36037-550,813312.6
1025,1025,195540,02712-140,79052-580,996170.0
1026,1026,195553,03622-010,71010-076,1012880.2
1027,1027,195556,02712-140,83410-290,395428.4
1028,1028,195568,03047-000,01224-030,29663.4
